FoulIncidents,HomeTeam,AwayTeam,Matchday,FoulNo,TimeOfFoul,VictName,VictHeight,VictWeight,,PerpName,PerpHeight,PerpWeight,DifferencePerpVict,OutcomeVariable,FoulType,RefName,RefHeight,RefWeight,SecondRef,ThirdRef,GameNumber,,,,TallerAmongPlayers
3676,,,,7,P1 - 03:47 ,"#1 THOMAS, D.(FCB)",201,104,,"#15 ALLEN, T.(BAY)",203,105,2,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3677,,,,8,P1 - 02:33 ,"#7 JALALPOOR, P.(BAY)",188,86,,"#0 WEILER-BABB, N.(FCB)",196,91,8,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3678,,,,9,P1 - 00:41 ,"#13 OBST, A.(FCB)",191,81,,"#9 BRUHNKE, K.(BAY)",203,100,12,1,,KonstantinSIMONOW,174,83,,,91,,,,Perp
3679,,,,10,P1 - 00:05 ,"#31 SISKO, Z.(FCB)",190,89,,"#22 WELLS, C.(BAY)",186,94,-4,0,,ChristianTHEIS,183,71,,,91,,,,Vict
3680,,,,11,P2 - 09:53 ,"#2 ANIM, S.(BAY)",196,95,,"#31 SISKO, Z.(FCB)",190,89,-6,0,,ChristofMADINGER,190,96,,,91,,,,Vict
3681,,,,12,P2 - 09:45 ,"#2 ANIM, S.(BAY)",196,95,,"#26 OGUNSIPE, M.(FCB)",204,97,8,1,,KonstantinSIMONOW,174,83,ChristianTHEIS,,91,,,,Perp
3682,,,,13,P2 - 09:10 ,"#19 SAJUS, M.(BAY)",208,118,,"#13 OBST, A.(FCB)",191,81,-17,0,,ChristianTHEIS,183,71,,,91,,,,Vict
3683,,,,14,P2 - 08:18 ,"#43 RADOSEVIC, L.(FCB)",208,112,,"#19 SAJUS, M.(BAY)",208,118,0,1,offensive,KonstantinSIMONOW,174,83,,,91,,,,Vict
3684,,,,15,P2 - 07:01 ,"#13 OBST, A.(FCB)",191,81,,"#22 WELLS, C.(BAY)",186,94,-5,0,,KonstantinSIMONOW,174,83,,,91,,,,Vict
3685,,,,16,P2 - 06:30 ,"#2 ANIM, S.(BAY)",196,95,,"#43 RADOSEVIC, L.(FCB)",208,112,12,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3686,,,,17,P2 - 06:15 ,"#1 THOMAS, D.(FCB)",201,104,,"#9 BRUHNKE, K.(BAY)",203,100,2,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3687,,,,18,P2 - 05:21 ,"#2 ANIM, S.(BAY)",196,95,,"#10 JARAMAZ, O.(FCB)",193,88,-3,0,,ChristianTHEIS,183,71,,,91,,,,Vict
3688,,,,19,P2 - 04:12 ,"#19 SAJUS, M.(BAY)",208,118,,"#34 SCHILLING, G.(FCB)",206,107,-2,0,,ChristofMADINGER,190,96,,,91,,,,Vict
3689,,,,20,P2 - 04:02 ,"#10 JARAMAZ, O.(FCB)",193,88,,"#3 THORNTON, M.(BAY)",193,88,0,1,,ChristofMADINGER,190,96,KonstantinSIMONOW,,91,,,,Vict
3690,,,,21,P2 - 02:59 ,"#19 SAJUS, M.(BAY)",208,118,,"#34 SCHILLING, G.(FCB)",206,107,-2,0,offensive,KonstantinSIMONOW,174,83,,,91,,,,Vict
3691,,,,22,P2 - 02:26 ,"#19 SAJUS, M.(BAY)",208,118,,"#1 THOMAS, D.(FCB)",201,104,-7,0,,KonstantinSIMONOW,174,83,,,91,,,,Vict
3692,,,,23,P2 - 02:09 ,"#12 GEORGE, J.(FCB)",202,88,,"#2 ANIM, S.(BAY)",196,95,-6,0,,KonstantinSIMONOW,174,83,,,91,,,,Vict
3693,,,,24,P2 - 01:49 ,"#3 THORNTON, M.(BAY)",193,88,,"#2 WALDEN, C.(FCB)",188,86,-5,0,,ChristianTHEIS,183,71,,,91,,,,Vict
3694,,,,25,P3 - 07:27 ,"#22 WELLS, C.(BAY)",186,94,,"#0 WEILER-BABB, N.(FCB)",196,91,10,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3695,,,,26,P3 - 06:32 ,"#15 ALLEN, T.(BAY)",203,105,,"#2 WALDEN, C.(FCB)",188,86,-15,0,,ChristianTHEIS,183,71,,,91,,,,Vict
3696,,,,27,P3 - 05:06 ,"#11 LUCIC, V.(FCB)",204,95,,"#21 JOESAAR, J.(BAY)",198,94,-6,0,,ChristianTHEIS,183,71,,,91,,,,Vict
3697,,,,28,P3 - 03:39 ,"#26 OGUNSIPE, M.(FCB)",204,97,,"#14 SANDERS, M.(BAY)",210,110,6,1,,ChristianTHEIS,183,71,,,91,,,,Perp
3698,,,,29,P3 - 02:30 ,"#31 SISKO, Z.(FCB)",190,89,,"#2 ANIM, S.(BAY)",196,95,6,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3699,,,,30,P3 - 01:56 ,"#31 SISKO, Z.(FCB)",190,89,,"#6 WOHLRATH, K.(BAY)",197,92,7,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3700,,,,31,P3 - 01:39 ,"#1 THOMAS, D.(FCB)",201,104,,"#14 SANDERS, M.(BAY)",210,110,9,1,,KonstantinSIMONOW,174,83,,,91,,,,Perp
3701,,,,32,P3 - 01:29 ,"#22 WELLS, C.(BAY)",186,94,,"#26 OGUNSIPE, M.(FCB)",204,97,18,1,,KonstantinSIMONOW,174,83,,,91,,,,Perp
3702,,,,33,P3 - 01:16 ,"#19 SAJUS, M.(BAY)",208,118,,"#34 SCHILLING, G.(FCB)",206,107,-2,0,offensive,ChristofMADINGER,190,96,,,91,,,,Vict
3703,,,,34,P3 - 00:53 ,"#9 BRUHNKE, K.(BAY)",203,100,,"#1 THOMAS, D.(FCB)",201,104,-2,0,offensive,KonstantinSIMONOW,174,83,,,91,,,,Vict
3704,,,,35,P3 - 00:13 ,"#34 SCHILLING, G.(FCB)",206,107,,"#22 WELLS, C.(BAY)",186,94,-20,0,,ChristianTHEIS,183,71,ChristofMADINGER,,91,,,,Vict
3705,,,,36,P4 - 09:20 ,"#15 ALLEN, T.(BAY)",203,105,,"#31 SISKO, Z.(FCB)",190,89,-13,0,,KonstantinSIMONOW,174,83,,,91,,,,Vict
3706,,,,37,P4 - 07:52 ,"#15 ALLEN, T.(BAY)",203,105,,"#13 OBST, A.(FCB)",191,81,-12,0,,KonstantinSIMONOW,174,83,,,91,,,,Vict
3707,,,,38,P4 - 07:23 ,"#7 JALALPOOR, P.(BAY)",188,86,,"#31 SISKO, Z.(FCB)",190,89,2,1,,KonstantinSIMONOW,174,83,,,91,,,,Perp
3708,,,,39,P4 - 06:47 ,"#15 ALLEN, T.(BAY)",203,105,,"#11 LUCIC, V.(FCB)",204,95,1,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3709,,,,40,P4 - 05:51 ,"#21 JOESAAR, J.(BAY)",198,94,,"#13 OBST, A.(FCB)",191,81,-7,0,,ChristianTHEIS,183,71,,,91,,,,Vict
3710,,,,41,P4 - 05:25 ,"#12 GEORGE, J.(FCB)",202,88,,"#15 ALLEN, T.(BAY)",203,105,1,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3711,,,,42,P4 - 05:05 ,"#2 ANIM, S.(BAY)",196,95,,"#2 WALDEN, C.(FCB)",188,86,-8,0,,ChristofMADINGER,190,96,,,91,,,,Vict
3712,,,,43,P4 - 03:12 ,"#7 JALALPOOR, P.(BAY)",188,86,,"#2 WALDEN, C.(FCB)",188,86,0,1,,ChristofMADINGER,190,96,,,91,,,,Vict
3713,,,,44,P4 - 02:55 ,"#34 SCHILLING, G.(FCB)",206,107,,"#14 SANDERS, M.(BAY)",210,110,4,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3714,,,,45,P4 - 01:36 ,"#34 SCHILLING, G.(FCB)",206,107,,"#2 ANIM, S.(BAY)",196,95,-10,0,,ChristianTHEIS,183,71,KonstantinSIMONOW,,91,,,,Vict
3715,,,,46,P4 - 01:05 ,"#31 SISKO, Z.(FCB)",190,89,,"#2 ANIM, S.(BAY)",196,95,6,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3716,Oldenburg,Bonn,19,1,P1 - 08:39 ,"#4 GORHAM, J.(BON)",201,107,,"#23 PAULDING, R.(OLD)",196,102,-5,0,,NicolasBRENDEL,185,81,,,92,,,,Vict
3717,,,,2,P1 - 07:01 ,"#11 PRESSEY, P.(OLD)",180,82,,"#9 TADDA, K.(BON)",191,92,11,1,,ZulfikarORUZGANI,174,74,,,92,,,,Perp
3718,,,,3,P1 - 06:57 ,"#12 BREUNIG, M.(OLD)",203,100,,"#9 TADDA, K.(BON)",191,92,-12,0,,NicolasBRENDEL,185,81,,,92,,,,Vict
3719,,,,4,P1 - 06:45 ,"#3 HEIDEGGER, M.(OLD)",191,92,,"#6 KESSENS, M.(BON)",205,103,14,1,,DennisSIROWI,184,92,,,92,,,,Perp
3720,,,,5,P1 - 05:21 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#15 CLARK, C.(OLD)",201,97,21,1,,NicolasBRENDEL,185,81,,,92,,,,Perp
3721,,,,6,P1 - 04:16 ,"#12 BREUNIG, M.(OLD)",203,100,,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,-23,0,,DennisSIROWI,184,92,,,92,,,,Vict
3722,,,,7,P1 - 02:19 ,"#6 KESSENS, M.(BON)",205,103,,"#12 BREUNIG, M.(OLD)",203,100,-2,0,,NicolasBRENDEL,185,81,,,92,,,,Vict
3723,,,,8,P1 - 01:10 ,"#21 ODIASE, T.(OLD)",206,111,,"#10 KULVIETIS, S.(BON)",206,100,0,1,,DennisSIROWI,184,92,,,92,,,,Vict
3724,,,,9,P1 - 00:50 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#11 PRESSEY, P.(OLD)",180,82,0,1,,NicolasBRENDEL,185,81,,,92,,,,Vict
3725,,,,10,P2 - 08:37 ,"#4 GORHAM, J.(BON)",201,107,,"#35 PJANIC, A.(OLD)",202,90,1,1,,NicolasBRENDEL,185,81,,,92,,,,Perp
3726,,,,11,P2 - 08:14 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#11 PRESSEY, P.(OLD)",180,82,0,1,,NicolasBRENDEL,185,81,,,92,,,,Vict
3727,,,,12,P2 - 07:43 ,"#4 GORHAM, J.(BON)",201,107,,"#21 ODIASE, T.(OLD)",206,111,5,1,,ZulfikarORUZGANI,174,74,,,92,,,,Perp
3728,,,,13,P2 - 07:29 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#15 CLARK, C.(OLD)",201,97,21,1,,ZulfikarORUZGANI,174,74,,,92,,,,Perp
3729,,,,14,P2 - 06:14 ,"#15 CLARK, C.(OLD)",201,97,,"#10 KULVIETIS, S.(BON)",206,100,5,1,,DennisSIROWI,184,92,,,92,,,,Perp
3730,,,,15,P2 - 04:03 ,"#33 HUNDT, B.(OLD)",180,73,,"#6 KESSENS, M.(BON)",205,103,25,1,,DennisSIROWI,184,92,,,92,,,,Perp
3731,,,,16,P2 - 03:56 ,"#23 PAULDING, R.(OLD)",196,102,,"#3 WARD, T.(BON)",198,86,2,1,,DennisSIROWI,184,92,,,92,,,,Perp
3732,,,,17,P2 - 03:40 ,"#15 CLARK, C.(OLD)",201,97,,"#3 WARD, T.(BON)",198,86,-3,0,,DennisSIROWI,184,92,,,92,,,,Vict
3733,,,,18,P2 - 03:25 ,"#4 GORHAM, J.(BON)",201,107,,"#23 PAULDING, R.(OLD)",196,102,-5,0,,NicolasBRENDEL,185,81,,,92,,,,Vict
3734,,,,19,P2 - 03:09 ,"#33 HUNDT, B.(OLD)",180,73,,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,0,1,,DennisSIROWI,184,92,,,92,,,,Vict
3735,,,,20,P2 - 03:02 ,"#33 HUNDT, B.(OLD)",180,73,,"#9 TADDA, K.(BON)",191,92,11,1,offensive,ZulfikarORUZGANI,174,74,,,92,,,,Perp
3736,,,,21,P2 - 02:46 ,"#9 TADDA, K.(BON)",191,92,,"#33 HUNDT, B.(OLD)",180,73,-11,0,,NicolasBRENDEL,185,81,,,92,,,,Vict
3737,,,,22,P2 - 02:45 ,"#15 CLARK, C.(OLD)",201,97,,"#4 GORHAM, J.(BON)",201,107,0,1,,DennisSIROWI,184,92,,,92,,,,Vict
3738,,,,23,P2 - 01:14 ,"#4 GORHAM, J.(BON)",201,107,,"#35 PJANIC, A.(OLD)",202,90,1,1,,ZulfikarORUZGANI,174,74,,,92,,,,Perp
3739,,,,24,P3 - 09:56 ,"#15 CLARK, C.(OLD)",201,97,,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,-21,0,,ZulfikarORUZGANI,174,74,,,92,,,,Vict
3740,,,,25,P3 - 09:45 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#3 HEIDEGGER, M.(OLD)",191,92,11,1,,DennisSIROWI,184,92,,,92,,,,Perp
3741,,,,26,P3 - 09:03 ,"#10 KULVIETIS, S.(BON)",206,100,,"#11 PRESSEY, P.(OLD)",180,82,-26,0,,DennisSIROWI,184,92,,,92,,,,Vict
3742,,,,27,P3 - 07:05 ,"#10 KULVIETIS, S.(BON)",206,100,,"#21 ODIASE, T.(OLD)",206,111,0,1,,DennisSIROWI,184,92,,,92,,,,Vict
3743,,,,28,P3 - 05:43 ,"#4 GORHAM, J.(BON)",201,107,,"#15 CLARK, C.(OLD)",201,97,0,1,,NicolasBRENDEL,185,81,,,92,,,,Vict
3744,,,,29,P3 - 05:05 ,"#4 GORHAM, J.(BON)",201,107,,"#21 ODIASE, T.(OLD)",206,111,5,1,,ZulfikarORUZGANI,174,74,,,92,,,,Perp
3745,,,,30,P3 - 04:42 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#33 HUNDT, B.(OLD)",180,73,0,1,,DennisSIROWI,184,92,,,92,,,,Vict
3746,,,,31,P3 - 03:53 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#35 PJANIC, A.(OLD)",202,90,22,1,offensive,ZulfikarORUZGANI,174,74,,,92,,,,Perp
3747,,,,32,P4 - 06:23 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#20 MICHALAK, M.(OLD)",197,95,17,1,,DennisSIROWI,184,92,,,92,,,,Perp
3748,,,,33,P4 - 06:14 ,"#23 PAULDING, R.(OLD)",196,102,,"#3 WARD, T.(BON)",198,86,2,1,,ZulfikarORUZGANI,174,74,,,92,,,,Perp
3749,,,,34,P4 - 04:57 ,"#33 HUNDT, B.(OLD)",180,73,,"#4 GORHAM, J.(BON)",201,107,21,1,offensive,DennisSIROWI,184,92,,,92,,,,Perp
3750,,,,35,P4 - 04:19 ,"#3 HEIDEGGER, M.(OLD)",191,92,,"#3 WARD, T.(BON)",198,86,7,1,,NicolasBRENDEL,185,81,,,92,,,,Perp
3751,,,,36,P4 - 03:02 ,"#3 HEIDEGGER, M.(OLD)",191,92,,"#9 TADDA, K.(BON)",191,92,0,1,,NicolasBRENDEL,185,81,,,92,,,,Vict
3752,,,,37,P4 - 02:06 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#35 PJANIC, A.(OLD)",202,90,22,1,,NicolasBRENDEL,185,81,,,92,,,,Perp
3753,,,,38,P4 - 01:13 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#33 HUNDT, B.(OLD)",180,73,0,1,unsportsmanlike,DennisSIROWI,184,92,,,92,,,,Vict
3754,,,,39,P4 - 00:50 ,"#9 TADDA, K.(BON)",191,92,,"#33 HUNDT, B.(OLD)",180,73,-11,0,,NicolasBRENDEL,185,81,,,92,,,,Vict
3755,,,,40,P4 - 00:35 ,"#20 MICHALAK, M.(OLD)",197,95,,"#4 GORHAM, J.(BON)",201,107,4,1,,NicolasBRENDEL,185,81,,,92,,,,Perp
3756,,,,41,P4 - 00:15 ,"#35 PJANIC, A.(OLD)",202,90,,"#13 HAWKINS, J.(BON)",196,96,-6,0,,DennisSIROWI,184,92,,,92,,,,Vict
3757,,,,42,P4 - 00:14 ,"#13 HAWKINS, J.(BON)",196,96,,"#3 HEIDEGGER, M.(OLD)",191,92,-5,0,,ZulfikarORUZGANI,174,74,,,92,,,,Vict
3758,Würzburg,Berlin,19,1,P1 - 09:42 ,"#24 HUNT, C.(WUE)",192,85,,"#50 ZOOSMAN, Y.(BER)",197,90,5,1,,GentianCICI,178,74,,,93,,,,Perp
3759,,,,2,P1 - 07:13 ,"#22 MOLLER, C.(WUE)",203,93,,"#6 DELOW, M.(BER)",197,84,-6,0,,AndreasBOHN,176,86,,,93,,,,Vict
3760,,,,3,P1 - 06:25 ,"#32 THIEMANN, J.(BER)",206,102,,"#22 MOLLER, C.(WUE)",203,93,-3,0,,AndreasBOHN,176,86,GentianCICI,,93,,,,Vict
3761,,,,4,P1 - 06:04 ,"#22 MOLLER, C.(WUE)",203,93,,"#32 THIEMANN, J.(BER)",206,102,3,1,,GentianCICI,178,74,,,93,,,,Perp
3762,,,,5,P1 - 05:32 ,"#32 THIEMANN, J.(BER)",206,102,,"#23 RODRIGUEZ, D.(WUE)",198,100,-8,0,,AndreasBOHN,176,86,,,93,,,,Vict
3763,,,,6,P1 - 02:05 ,"#45 BLATT, T.(BER)",178,82,,"#24 HUNT, C.(WUE)",192,85,14,1,,GentianCICI,178,74,,,93,,,,Perp
3764,,,,7,P1 - 00:21 ,"#9 MATTISSECK, J.(BER)",192,84,,"#34 HOFFMANN, F.(WUE)",195,100,3,1,,AndreasBOHN,176,86,,,93,,,,Perp
3765,,,,8,P2 - 09:51 ,"#19 OLINDE, L.(BER)",205,87,,"#20 ALBUS, J.(WUE)",191,90,-14,0,,MoritzREITER,189,91,,,93,,,,Vict
3766,,,,9,P2 - 09:05 ,"#19 OLINDE, L.(BER)",205,87,,"#20 ALBUS, J.(WUE)",191,90,-14,0,,AndreasBOHN,176,86,,,93,,,,Vict
3767,,,,10,P2 - 08:01 ,"#3 SMITH, J.(BER)",190,93,,"#4 BÖHMER, J.(WUE)",193,79,3,1,,AndreasBOHN,176,86,,,93,,,,Perp
3768,,,,11,P2 - 06:40 ,"#19 OLINDE, L.(BER)",205,87,,"#23 RODRIGUEZ, D.(WUE)",198,100,-7,0,,MoritzREITER,189,91,,,93,,,,Vict
3769,,,,12,P2 - 06:08 ,"#22 MOLLER, C.(WUE)",203,93,,"#1 DA SILVA, O.(BER)",206,104,3,1,,MoritzREITER,189,91,,,93,,,,Perp
3770,,,,13,P2 - 05:05 ,"#50 ZOOSMAN, Y.(BER)",197,90,,"#20 ALBUS, J.(WUE)",191,90,-6,0,,GentianCICI,178,74,,,93,,,,Vict
3771,,,,14,P2 - 02:57 ,"#10 PARODI, L.(WUE)",183,82,,"#9 MATTISSECK, J.(BER)",192,84,9,1,,AndreasBOHN,176,86,,,93,,,,Perp
3772,,,,15,P2 - 02:34 ,"#21 KOUMADJE, C.(BER)",221,122,,"#65 STANIC, F.(WUE)",206,115,-15,0,,GentianCICI,178,74,,,93,,,,Vict
3773,,,,16,P2 - 00:39 ,"#22 MOLLER, C.(WUE)",203,93,,"#9 MATTISSECK, J.(BER)",192,84,-11,0,,AndreasBOHN,176,86,,,93,,,,Vict
3774,,,,17,P2 - 00:01 ,"#50 ZOOSMAN, Y.(BER)",197,90,,"#65 STANIC, F.(WUE)",206,115,9,1,,GentianCICI,178,74,,,93,,,,Perp
3775,,,,18,P3 - 09:07 ,"#24 HUNT, C.(WUE)",192,85,,"#9 MATTISSECK, J.(BER)",192,84,0,1,,MoritzREITER,189,91,,,93,,,,Vict
3776,,,,19,P3 - 07:05 ,"#23 RODRIGUEZ, D.(WUE)",198,100,,"#45 BLATT, T.(BER)",178,82,-20,0,,AndreasBOHN,176,86,,,93,,,,Vict
3777,,,,20,P3 - 06:42 ,"#34 HOFFMANN, F.(WUE)",195,100,,"#55 LAMMERS, B.(BER)",208,103,13,1,offensive,MoritzREITER,189,91,,,93,,,,Perp
3778,,,,21,P3 - 05:19 ,"#50 ZOOSMAN, Y.(BER)",197,90,,"#23 RODRIGUEZ, D.(WUE)",198,100,1,1,,GentianCICI,178,74,,,93,,,,Perp
3779,,,,22,P3 - 04:28 ,"#19 OLINDE, L.(BER)",205,87,,"#34 HOFFMANN, F.(WUE)",195,100,-10,0,,MoritzREITER,189,91,,,93,,,,Vict
3780,,,,23,P3 - 03:15 ,"#19 OLINDE, L.(BER)",205,87,,"#24 HUNT, C.(WUE)",192,85,-13,0,,MoritzREITER,189,91,,,93,,,,Vict
3781,,,,24,P3 - 02:15 ,"#24 HUNT, C.(WUE)",192,85,,"#21 KOUMADJE, C.(BER)",221,122,29,1,,GentianCICI,178,74,,,93,,,,Perp
3782,,,,25,P3 - 00:16 ,"#21 KOUMADJE, C.(BER)",221,122,,"#20 ALBUS, J.(WUE)",191,90,-30,0,,GentianCICI,178,74,,,93,,,,Vict
3783,,,,26,P4 - 07:31 ,"#3 SMITH, J.(BER)",190,93,,"#10 PARODI, L.(WUE)",183,82,-7,0,unsportsmanlike,GentianCICI,178,74,,,93,,,,Vict
3784,,,,27,P4 - 06:30 ,"#19 OLINDE, L.(BER)",205,87,,"#10 PARODI, L.(WUE)",183,82,-22,0,offensive,GentianCICI,178,74,,,93,,,,Vict
3785,,,,28,P4 - 05:57 ,"#1 DA SILVA, O.(BER)",206,104,,"#22 MOLLER, C.(WUE)",203,93,-3,0,,AndreasBOHN,176,86,,,93,,,,Vict
3786,,,,29,P4 - 05:47 ,"#22 MOLLER, C.(WUE)",203,93,,"#50 ZOOSMAN, Y.(BER)",197,90,-6,0,offensive,GentianCICI,178,74,,,93,,,,Vict
3787,,,,30,P4 - 04:33 ,"#23 RODRIGUEZ, D.(WUE)",198,100,,"#55 LAMMERS, B.(BER)",208,103,10,1,,AndreasBOHN,176,86,,,93,,,,Perp
3788,,,,31,P4 - 03:33 ,"#19 OLINDE, L.(BER)",205,87,,"#22 MOLLER, C.(WUE)",203,93,-2,0,,AndreasBOHN,176,86,,,93,,,,Vict
3789,,,,32,P4 - 01:17 ,"#55 LAMMERS, B.(BER)",208,103,,"#34 HOFFMANN, F.(WUE)",195,100,-13,0,,AndreasBOHN,176,86,GentianCICI,,93,,,,Vict
3790,,,,33,P4 - 01:07 ,"#45 BLATT, T.(BER)",178,82,,"#24 HUNT, C.(WUE)",192,85,14,1,,GentianCICI,178,74,,,93,,,,Perp
3791,,,,34,P4 - 01:00 ,"#23 RODRIGUEZ, D.(WUE)",198,100,,"#6 DELOW, M.(BER)",197,84,-1,0,,GentianCICI,178,74,,,93,,,,Vict
3792,,,,35,P4 - 00:46 ,"#24 HUNT, C.(WUE)",192,85,,"#10 SCHNEIDER, T.(BER)",208,108,16,1,,AndreasBOHN,176,86,,,93,,,,Perp
3793,Hamburg,Ulm,19,1,P1 - 09:05 ,"#1 FELICIO, C.(ULM)",211,122,,"#17 EDIGIN, E.(HAM)",203,100,-8,0,,NerminHODZIC,188,82,,,94,,,,Vict
3794,,,,2,P1 - 08:31 ,"#44 ZUGIC, F.(ULM)",196,85,,"#0 BROWN, J.(HAM)",183,84,-13,0,,ClemensFRITZ,192,94,,,94,,,,Vict
3795,,,,3,P1 - 07:51 ,"#7 THORNWELL, S.(ULM)",193,98,,"#3 DILEO, M.(HAM)",184,83,-9,0,,ClemensFRITZ,192,94,,,94,,,,Vict
3796,,,,4,P1 - 05:45 ,"#0 BROWN, J.(HAM)",183,84,,"#44 ZUGIC, F.(ULM)",196,85,13,1,,ClemensFRITZ,192,94,,,94,,,,Perp
3797,,,,5,P1 - 04:33 ,"#0 CHRISTON, S.(ULM)",191,86,,"#6 RICH, O.(HAM)",188,88,-3,0,,NerminHODZIC,188,82,,,94,,,,Vict
3798,,,,6,P1 - 04:17 ,"#1 BROWN, Z.(HAM)",198,95,,"#14 HERKENHOFF, P.(ULM)",209,106,11,1,,ClemensFRITZ,192,94,,,94,,,,Perp
3799,,,,7,P1 - 04:00 ,"#0 BROWN, J.(HAM)",183,84,,"#22 KLEPEISZ, T.(ULM)",186,82,3,1,,CarstenSTRAUBE,194,99,,,94,,,,Perp
3800,,,,8,P1 - 01:35 ,"#1 BROWN, Z.(HAM)",198,95,,"#22 KLEPEISZ, T.(ULM)",186,82,-12,0,,CarstenSTRAUBE,194,99,,,94,,,,Vict
3801,,,,9,P1 - 01:05 ,"#14 HERKENHOFF, P.(ULM)",209,106,,"#3 DILEO, M.(HAM)",184,83,-25,0,,ClemensFRITZ,192,94,,,94,,,,Vict
3802,,,,10,P1 - 00:13 ,"#7 THORNWELL, S.(ULM)",193,98,,"#1 BROWN, Z.(HAM)",198,95,5,1,,CarstenSTRAUBE,194,99,,,94,,,,Perp
3803,,,,11,P2 - 09:32 ,"#1 FELICIO, C.(ULM)",211,122,,"#17 EDIGIN, E.(HAM)",203,100,-8,0,,NerminHODZIC,188,82,,,94,,,,Vict
3804,,,,12,P2 - 09:18 ,"#27 KRIMMER, M.(ULM)",202,94,,"#8 CHRISTEN, R.(HAM)",202,105,0,1,,CarstenSTRAUBE,194,99,,,94,,,,Vict
3805,,,,13,P2 - 08:41 ,"#0 CHRISTON, S.(ULM)",191,86,,"#1 BROWN, Z.(HAM)",198,95,7,1,,ClemensFRITZ,192,94,,,94,,,,Perp
3806,,,,14,P2 - 06:54 ,"#0 BROWN, J.(HAM)",183,84,,"#0 CHRISTON, S.(ULM)",191,86,8,1,,CarstenSTRAUBE,194,99,,,94,,,,Perp
3807,,,,15,P2 - 06:01 ,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#0 BROWN, J.(HAM)",183,84,-15,0,,ClemensFRITZ,192,94,,,94,,,,Vict
3808,,,,16,P2 - 05:48 ,"#1 BROWN, Z.(HAM)",198,95,,"#22 KLEPEISZ, T.(ULM)",186,82,-12,0,,ClemensFRITZ,192,94,,,94,,,,Vict
3809,,,,17,P2 - 04:59 ,"#1 BROWN, Z.(HAM)",198,95,,"#44 ZUGIC, F.(ULM)",196,85,-2,0,,CarstenSTRAUBE,194,99,,,94,,,,Vict
3810,,,,18,P2 - 02:59 ,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#6 RICH, O.(HAM)",188,88,-10,0,,CarstenSTRAUBE,194,99,,,94,,,,Vict
3811,,,,19,P2 - 02:10 ,"#7 THORNWELL, S.(ULM)",193,98,,"#5 HOMESLEY, C.(HAM)",198,93,5,1,unsportsmanlike,NerminHODZIC,188,82,,,94,,,,Perp
3812,,,,20,P2 - 00:36 ,"#11 KOTSAR, M.(HAM)",211,119,,"#0 CHRISTON, S.(ULM)",191,86,-20,0,,NerminHODZIC,188,82,,,94,,,,Vict
3813,,,,21,P3 - 07:04 ,"#1 FELICIO, C.(ULM)",211,122,,"#11 KOTSAR, M.(HAM)",211,119,0,1,,CarstenSTRAUBE,194,99,,,94,,,,Vict
3814,,,,22,P3 - 06:14 ,"#11 KOTSAR, M.(HAM)",211,119,,"#0 CHRISTON, S.(ULM)",191,86,-20,0,,NerminHODZIC,188,82,,,94,,,,Vict
3815,,,,23,P3 - 05:02 ,"#5 HOMESLEY, C.(HAM)",198,93,,"#7 THORNWELL, S.(ULM)",193,98,-5,0,,ClemensFRITZ,192,94,,,94,,,,Vict
3816,,,,24,P3 - 04:29 ,"#5 HOMESLEY, C.(HAM)",198,93,,"#4 BLOSSOMGAME, J.(ULM)",198,100,0,1,offensive,CarstenSTRAUBE,194,99,,,94,,,,Vict
3817,,,,25,P3 - 03:00 ,"#0 BROWN, J.(HAM)",183,84,,"#7 THORNWELL, S.(ULM)",193,98,10,1,,NerminHODZIC,188,82,,,94,,,,Perp
3818,,,,26,P3 - 01:50 ,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#1 BROWN, Z.(HAM)",198,95,0,1,,ClemensFRITZ,192,94,,,94,,,,Vict
